Artist_id,Artist_name,Artist_location
ARXPPEY1187FB51DF4,Michael Jackson,
ARW4ZCO1187B9B22D3,AFS,Great Britain / UK
ARE17W51187FB5381B,Smart Alex,London
AR4C7UZ1187B9AB278,She Satellites,
AR3MSAN1187B98F06B,OutKast,"Atlanta, GA"
ARNEL2O1187FB4421A,Bukka White,"Houston, MS"
ARZVTZN1187FB579D4,Jim Reeves,"Galloway, Panola County, TX"
ARYLQVR11F50C4EFC2,Saman,
ARZVEF91187B9AC770,Elliot Goldenthal,"New York, NY"
ARSNTX51187B989CA2,Tsar,
ARZAHDN1187B9B4BED,Ice,Tennessee
AR3793X1187FB50CB3,Rea_ Chris,"Middlesbrough, England"
ARQXAGC12472CE2BBD,Spiral Stairs,
ARD7TVE1187B99BFB1,Casual,California - LA
AR4TLW81187B99683D,Martin Sexton,"Syracuse, NY"
ARUGX5X1187FB468C4,Dino,"Encino, CA"
ARZLCTV1241B9C4D46,Claire Elzière,
ARIMJFK1187FB4ED3E,Luke Vibert,
ARD6L7O1187B995ADA,Dave Valentin,"Chelmsford, England"
ARP5MSK1187B99A54C,Jimmy Burns,"Dublin, MS"
AR1DGSO1187FB59B15,Eddie Turner,
AR7GOK91187FB455F5,Jean-Jacques Goldman,"Paris, France"
ARUBDNK11F50C4F28B,Vrse Murphy,
ARLMRES11F4C83E1E1,Barbara Lusch,Oregon
AR4W2E01187FB416AC,Saga,"Toronto, Ontario, Canada"
ARXPDRB1187B9AD0B1,Patti Smith,"Chicago, IL"
AR8EDG51187FB41A08,Gary Hobbs,
ARCCK7B1187B994F9D,Paul Glazby,
AR8LD3R1187FB4D08F,C.C. Adcock,Louisiana
AREEUJE1241B9C773F,Art Blakey's Jazz Messengers,
ARCCRTI11F4C845308,White Heart,
AR76YOD1187FB46B24,Joshua Rifkin,"New York, NY"
AROJAG11187B9B71A3,The Chap,London
ARN4MQP1187FB40F7D,Richard Lloyd,
ARZTSYB1187FB54987,Rainbow,
ARVML4B1187FB52324,Leroy Hutson,"Newark, NJ"
ARH5AAF1187B991D23,June Hutton,
AR6L0X71187FB49709,Paul Cantelon,
AR0WM6W1187FB46730,Marc Et Claude,
AREMPZY1187B9B8FF3,David Banner,Jackson MS
AR7G5I41187FB4CE6C,Adam Ant,"London, England"
ARR7YYN1187FB5C015,Pee Wee Crayton,"Rockdale, TX"
AR3Q48J1187FB55278,The Rapture,
ARDL03L1187B997FBE,Fläskkvartetten / Thåström,
ARZAHDN1187B9B4BED,Ice,Tennessee
AROGWRA122988FEE45,Christos Dantis,
ARY7ERS1187B9903AE,Mark Ashley,
AROBQ0B1187FB404F6,Walter Jackson; Arranged & conducted by Riley Hampton,"Pensacola, FL"
AR7KA5V1187FB44E6B,The Del McCoury Band,
ARAUFKZ1242077FBD1,J Bostron & Beretta,
ARWBZWU1187B98F7FB,Jimmy Herring,
ARZEBW31187FB586EA,Anne Dudley,
ARWBN9B1187B988B95,Eberhard Weber,"Stuttgart, Germany"
ARCF06I1187B995398,K-OS,
AR40GSU1187FB3AA01,Neil Diamond,"Brooklyn, NY"
AR5ZY7R1187B996302,The Continentals,Washington DC
AR966X21187B9AC463,Paul Simon,"Newark, NJ"
ARIHWZG11F50C50E1C,Vivian Khor,California - LA
ARKVMRR122CC3B110A,The Booth Brothers,North Carolina
ARWIMT21187B9B5AEC,Joe Turner_ Joe Houston_ L. C. Williams,Mississippi
ARB1CNO1187FB4CE93,45 Grave,
AR2SMD91187B9B0582,Mighty Mighty Bosstones,"Boston, MA"
ARGMGHN1187B9B4213,Gym Class Heroes,"Geneva, NY"
ARXPPEY1187FB51DF4,Michael Jackson,
ARDXGVT124207832C0,Twinkle Twinkle Little Rock Star,
ARGHV4C1187B995847,The Mustangs,Connecticut
AR0V36F1187FB366B1,The Chieftains;Colin James,Ireland
AR8IEZO1187B99055E,Marc Shaiman,
ARIXGOC1187FB54F4B,John Wayne,
ARZ39UI1187B989289,Izzy Stradlin And The Ju Ju Hounds,
ARPRQSD12086C16679,The Incurables,Missouri
AR681HS1187FB5BBFE,David Lynch,California
ARSPUHE1187B99DB8A,Frank Marino & Mahogany Rush,
ARY0W1O1187FB5B8C0,H-Town,Houston
ARQQP3Z1187FB5707B,Bert Kaempfert,"Hamburg, Germany"
ARA7LD41187FB4DC0C,Don Campbell,
ARW1BRR1187B996332,Voyager Series,
ARH0ZIQ1187B99EC94,Cotton Candy,California - SF
ARDPFGP1187B98A58A,Concretes,"Stockholm, Sweden"
ARTDQRC1187FB4EFD4,Black Eyed Peas / Terry Dexter,"Los Angeles, CA"
ARK6JC91187B9B4B2D,Babbie Mason,United States
ARJTX7M1187FB4CED3,Be Bop Deluxe,England
ARJJKAA1187B9ADAF1,Rolfe Kent,
ARVUN5F1187FB4CCC7,Beenie Man,"Kingston, Jamaica"
ARD0S291187B9B7BF5,Rated R,Ohio
ARUUP4L1187B9B72EB,Diamanda Galas,"San Diego, CA"
ARW2DG51187B9A170F,Ana Popovic,"Belgrade, Yugoslavia"
ARIFOQ6119B866970E,The Fontane Sisters,
ARQDYV0119B866800F,Gertrudis,
ARWA6NT1187FB3F15C,The Cure,"Crawley, England"
ARQKXX41187FB4EB0E,Baby D,
ARZXTEY1187B9997A7,Juelz Santana / Bezel,"New York, NY [Harlem]"
AR1XVTM1187B996D57,I Nuovi Angeli,Oregon
AR107SB1187B9A79F9,Bézu,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !"
ARPBNLO1187FB3D52F,Tiny Tim,"New York, NY"
ARHUEFT1187B989694,Lunasicc,
ARMT23H1187B995083,Emilio,"SAN ANTONIO, Texas"
ARHTV1S1187FB547F8,Marc Perrone,
AR2CM6U1187B999EB7,Basic Channel,"Berlin, Germany"
ARQGNEN1187FB4494C,Gabinete Caligari,
ARIGY9P1187B9B6428,Ancient Astronauts,GERMANY
ARTO9UO1187B9B2D47,Mystery,North Carolina
ARYDFJA1241B9CBFF2,Jacques Douai,
AR65OLD1187FB5C103,P.O.D.,
AR1X2H01187B98CCF2,Maurice Chevalier,"Menilmontant, France"
ARI6CSW1187B9AF09A,Eko Fresh,"M�engladbach, Germany"
ARCNOK81187B98CA3F,Buju Banton,"Kingston, Jamaica"
ARDC3571187B9988E1,Nu Flavor,"Long Beach, CA"
ARYDFJA1241B9CBFF2,Jacques Douai,
ARZJ4MI1187B9AF5AF,Reel Big Fish,"Orange County, CA"
ARAUQAL1187FB5B374,ISRAEL & NEW BREED,
ARYBUAO1187FB3F4EB,Gene Chandler,"Chicago, IL"
AR65K7A1187FB4DAA4,Beyoncé,
ARBXBQR1187FB56FA5,Bill Douglas,
AR2FJV21187B98EBE3,Legacy Five,Tennessee
ARCLJQZ11E2835CE37,Alvin Youngblood Hart,"Oakland, CA"
ARJSGPI1241B9C8855,Birmingham Jubilee Singers,
ARFEU2G1187FB54B2F,Tel Basta,
ARB4ZRM1187B993147,Dark Fortress,
AR1DGSO1187FB59B15,Eddie Turner,
ARO3XZQ1187FB39351,Cobra Killer,
ARDIKTV11F43A69FA4,Deodato,
AR7I3G21187B98B4A2,Nicholas,
ARTDBI61187FB48479,Marvin Sapp,"Grand Rapids, MI"
ARWXJTT1187FB509FD,Epidemic,York
ARM9QAE1187B9AF687,Shaman,Brazil
ARKFYS91187B98E58F,Jeff & Sheri Easter,
ARQGYP71187FB44566,Jimmy Wakely,"Mineola, AR"
AR2PT4M1187FB55B1A,Los Chichos,
ARNLO5S1187B9B80CC,Van Halen,"Pasadena, CA"
ARHPPJK1187B9AC897,Teenage Fanclub,"Glasgow, Scotland"
AR3KGPQ1187FB53C84,L7,"Los Angeles, CA"
ARWQ2DR1187B98FF28,Ma Rainey,"Columbus, GA"
ART97VL1187FB3BD45,F-4,
AR4OHL91187B9B2EB9,Angela Dimitriou,
ARD2HR71187B99548F,Jimmy Hughes,"Florence, AL"
AR4JY8V1187B98A62F,Ann Hampton Callaway,
ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,"Dallas, TX"
ARLYUP11187B98B92B,Corey / Shaquille O'Neal,"Atlanta, GA"
AR0WAW61187B98B7D7,Doug MacLeod,"New York, NY"
ARY6EBA1187B9AD525,Bill Perry,"Chester, NY"
ARHDQMJ11F50C4F61E,Emotion Code,
ARKL4LE1187B98FDBC,Billy Price_ Fred Chapellier,Pennsylvania
ARPKATM1187B9B76E6,Hatebreed (int License),"New Haven, CT"
AR5ZJLK1187B9B3A8E,John D. Loudermilk,"Durham, NC"
AR3O0021187B999BC8,Radio Moscow,"Ames, IA"
ARUTP601187FB388AC,The Elders,
AREW0021187B9AF8F9,Giuseppi Logan,NY - New York City
AR6J3X81187FB59A7B,Margaret Becker,"Brooklyn, NY"
AR8BMEQ1187B9B4214,Pumpkin Buzzard,Missouri
ARIKFQP1187B99A246,Stille Volk,
ARZS5VW1187FB567E8,William Orbit,
ARMIQRB12298900AFB,Conjunto Mar Azul,Mexico
ARW1DZQ1187B9A18E0,Vusi Mahlasela,
ARSYHZ21187B99F5F5,Tina Ann,
ARK7ZPW1187B99C170,Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call,"New York, NY"
ARGNGRI11E2835D567,Tam Tam Go!,
AR4W5GR1187FB51F7E,Alacranes Musical,
ARKON4P1187B98B291,Ron Goodwin,"Plymouth, Devon, England"
AR1ZKBE1187FB53629,Kraftwerk,"D�orf, Germany"
AR11NP91187B9901B4,The Roches,New York City
ARNNQ9E1187FB3C82F,Sizzla,
AR1RMYB1187FB5A59E,Incubus,California
ARSVRVA1187B99228A,The Nelons,
ARGBGC71187FB3DD0B,DJ Nasty,
ARHTHC01187B9B6D2A,Michael McDonald,"St. Louis, MO"
ARXPPEY1187FB51DF4,Michael Jackson,
ARIR1PS1187B9AFFFA,Omni,"Los Angeles, CA"
ARLTWXK1187FB5A3F8,King Curtis with Jack Dupree,"Fort Worth, TX"
ARUKJUP12086C14589,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,
AR32JLC1187B9946AF,X-Raided,
ARVAE6W1187FB3CAF3,The Refreshments,
ARALUUG1187FB58696,Irma Thomas,"Ponchatoula, LA"
AROQWIB11F4C83E5DC,Mario Piu',
ARKZXSQ1187B9AC9F3,Joy Division,
ARGDLJR1187B98D048,Bob Crosby,
ARK0VFZ1187FB4309B,Shirley Caesar,"DURHAM, North Carolina"
ARGE4J31187B9B41EE,Sofia Karlsson,Sweden
ARYML1P1187B9AF39B,Devo,Georgia
ARR575U1187B98FB97,The Perrys,Maryland
ARY97R61187B9AF262,Ruffneck,
AR6RG8J1187B9A815C,The Frantic,London
ARW63KF1187B98AC48,Julien Clerc,FR
ARWSMC91187B9AD369,Helen Love,"Cardiff, Wales"
ARRBF3M1187FB4D59F,30 Seconds To Mars,"Los Angeles, CA"
ARCDSI81187B989BAA,Moonface,
ARKEFM61187B9A8202,Moon Mullican,"Corrigan, Polk County, TX"
ARDPCCQ12802FDD564,Yuko Kanzaki,
AR720OJ1187FB37F6C,Los Morros Del Norte,"Culiacan Sinaloa, Mexico"
ARZXMYV1187FB5B99B,Los Ninos De Sara,
ARUKN9H1187B9B71C8,The Black Crowes,"Atlanta, GA"
ARCK6OL1187B99B25F,Alas,Florida
ARCYE581187B9A1482,Timo Maas,
ARBKEA91187B98CE1F,Claw Hammer,
ARRHZLW11E2835E799,Sofi Marinova,
AR6EVQA1187B9AA1DF,Cocoa Tea,"Kingston, Jamaica"
ARVMFE61187B992463,Darwin Hobbs,
ARFLZK31187B9B0E15,Kashief Lindo,
ARHPBZT1269FCD0B57,IYOV,
ARAN38V1187FB4C4EE,The Almost,"Salt Lake City, UT"
ARORDXJ122ECCBB264,Carlos Jimenez,NY - New York City
AR8WHEJ1187B98CDCA,Dee Clark,"Blythesville, AR"
ARZVEF91187B9AC770,Elliot Goldenthal,"New York, NY"
AROVE3N1187FB44DAD,Charlie Cruz,
AR9YV621187B99373E,Marco Beltrami,
ARI4RPW1187B9B862D,Hermeto Pascoal,"Lagoa da Canoa, Alagoas"
ARYDFJA1241B9CBFF2,Jacques Douai,
ARD0FN11187B9B25CD,Bobby Darin,"New York, NY [The Bronx]"
ARC0NOU1187B9AA91D,Nick Colionne,
AREBWEH1187B99EA9A,Beherit,Helsinki
AR5O6W51187FB46984,SNAP!,Germany
ARPPTNG11F50C482A3,Mercedes Castro,
AR9788H1187B9A05D1,Jedi Mind Tricks,"Philadelphia, PA"
ARBHPBX1187FB47102,The Steeles,Minnesota
ARE2QID1187B98FA19,Sleepy John Estes,"Ripley, TN"
ARKU3Z61187FB51DCA,Rihanna,"St Michael, Barbados"
ARGBGC71187FB3DD0B,DJ Nasty,
ARVNDLR1187B99CA1B,Dolce; Orange Factory,Oklahoma
ARV38Z81187B98E608,The Jets,
AR1PCLK1187FB5BBFF,Angelo Badalamenti,New Jersey
ARKO7AO1187FB5664B,Tin Hat Trio,
ARBB58Y1187B9B621B,Bill & Gloria Gaither,
ARYI8NC1187B994FE9,Venice,New Hampshire USA
AR0WCZW1187B99F592,Tommy Torres,
ARRH63Y1187FB47783,Kanye West,"Atlanta, GA"
ARWQGYW11F4C846BF2,Yodi's,
ARVGPOM1187FB55737,Billy Butler,"Philadelphia, PA"
AREOREU1187B99AACD,Rhian Sheehan,Wellington
AROIHOI122988FEB8E,Mario Rosenstock,
ARPDVPJ1187B9ADBE9,Usher,"Atlanta, GA"
ARNCOPS1187FB5A086,Dolores Keane,
ARVF2AD1187FB47580,Rev. Timothy Wright,
AR6BUYW1187B98E221,Earl Hooker,"Clarksdale, MS"
ARKJKVO1187FB49D0A,Michèle Bernard,
AREE69X1187FB438D6,Cannon's Jug Stompers,
ARY4N501187B9A5DE9,The Ghost Of Lemora,London
AR2RVGR1187B9B3219,Robin Frederick,Los Angeles
ARAMIDF1187FB3D8D4,Alejandro Lerner,
AR78ZID1187B9B31ED,Mikey Dread,Jamaica
ARAZCWP129462A97F1,Bob Marley,
ARRH63Y1187FB47783,Kanye West / Adam Levine,"Atlanta, GA"
ARRWQW61187FB5B301,Lou Ann Barton,"Austin, TX"
ARGQANQ11F50C4769E,Y&T,San Francisco Bay Area
AR72THZ1187B9974EF,Andy Russell,
ARF2EHS1187B994F4E,Kings Of Leon,"Nashville, Tennessee"
ARIP54S1187FB53259,Jaime Urrutia,
AR7AA2D1187B98B415,Shade Sheist / DJ Vice / DJ Echo / Damizza,"Los Angeles, CA"
ARVKAWO11F50C47C9A,Pentangle,
AR4WHYC1187B9896E7,A Tribe Called Quest,"Queens, NY"
ARU2JAB1187FB50C72,David Meece,
AR6892W1187B9AC71B,Placebo,"London, England"
ARODP5P1187FB40142,Eddie Cano,
ARLF0QY1187FB4FDCC,Heavenly,"Oxford, England"
ARD3ICK1187B9A56C9,Jimmy Riley,
ARECPYG11C8A42B5BF,1. Futurologischer Congress,
AROCBZZ11E2835D652,Small Faces,
AREVNGE11F50C49B9A,Tom Collier,
AR3JMC51187B9AE49D,Backstreet Boys,"Orlando, FL"
AR7JAMC1187B98BCF3,The Gentle Good,
ARRZFUG1187B98AD42,Ray Pillow,"Lynchburg, VA"
AR4FVK41187FB4BC83,Frankie J,"Tijuana, Mexico/San Diego, California"
ARNXNH81187FB52EB5,Baby Bash,"Houston, TX"
AR7JAMC1187B98BCF3,The Gentle Good,
ARKSZW81187B9B695D,Mariah Carey,"Hunington, Long Island, NY"
ARNZ70R1187B9A4824,Joe Satriani,"Westbury, Long Island, NY"
ARYXGST1187B991071,Uman,Belgium
AR039B11187B9B30D0,John Williams,"NEW YORK, New York"
ARI648V1187B9B5379,Michael Stanley Band,
ARB78VW1187B98F81C,George Nooks,
AR1SFKQ1187B98AF13,Lauren Wood,California - LA
ARKJHKX1187FB5AEE5,Buckwheat Zydeco,"Lafayette, LA"
ARQ0BZY1187B99F093,Everyday Sunday,"Columbus, OH"
ARYQ8281187FB58C34,Royal S,"Winterthur, Switzerland"
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,
ARZMFXN11F50C476D0,Salieri,
ARW1DRV1187FB40261,Rocio Jurado,
ARG3UX61187B9AC05A,D.O.W.N.,
AR9E43L1187FB566FA,Steve Chou,
ARI945I1187FB4CC22,The King Sisters & Alvino Rey,
AR2BBHS1187FB4AE06,Jeff Beck Group,
ARB9WJ11187B98BF17,Steve Smith,"Brockton, MA"
AR32JLC1187B9946AF,X-Raided,
AR6UVLC1187B9B4D4C,Suzi Quatro,"Detroit, MI"
ARX99U51187B991481,Mista,
ARNNC731187FB55D14,Kary Ng,
ARI3W3K1187FB49E6F,Cedric Gervais Featuring Caroline,
AR7SVRP1187FB55875,Billy May & His Orchestra,
ARIRD6J1187FB5A98C,Sugar Minott,"Kingston, Jamaica"
ARXK4ZA1187B99753A,Malina,"Viareggio, Italy"
AR3OYPP1187B9952E3,Humanzi,"Dublin, Ireland"
ARTTIRC12086C121DC,Gene Latter,
ARSDSMG1187B98CB59,Eddie Cantor,"New York, NY"
AR1VCLT1187FB4C8AC,Tum Tum [DJ Drop Mix],
ARS8KBY1187FB4BC7E,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,"Philadelphia, PA"
AR126G61187B9B88A6,Candy Lo,
ARDK87R1187B98D51C,Flamin' Groovies,"San Francisco, CA"
AR695PK1187B996E35,The Jeremy Spencer Band,"West Hartlepool, England"
ARPB4TX1187B98DDEA,Marga Gomez,
ARXKXC71187B99AA0E,Roberto Roena,
ARLR9U31187B9A71AD,The Stooges,"Ann Arbor, MI"
ARF2EHS1187B994F4E,Kings Of Leon,"Nashville, Tennessee"
AR3U3G01187FB58BA7,Christie Hennessy,
AR4F94Q1187FB43432,DÉSOLÉ,
ARHTHC01187B9B6D2A,Michael McDonald,"St. Louis, MO"
AR202MX1187B9B0383,Tanto Metro & Devonte,
AR03BDP1187FB5B324,Bob Sinclar,"Kentwood, LA; Los Angeles, CA"
ARIIEQL1187FB5CE68,Buddy Miles,"Omaha, NE"
ARQVLQJ1187B98F11F,Mau Mau,
AR5IHI31187B998618,Pascal Obispo,
ARK9TRQ1187B99C095,Nine Inch Nails,"Cleveland, OH"
ARA0YAE1187B9B1D16,John Brown,North Carolina
ARCF06I1187B995398,K-OS,
ARWONOR1187FB3817C,Geddy Lee,"Willowdale, Ontario, Canada"
ARNDB1X1187B990AA0,Suicidal Tendencies,"Venice, CA"
ARRQWQW1187FB49844,King Tee,"Los Angeles, CA"
ARG719Z1187FB551FC,Alain Morisod,
AR6RXJD1187B9B8B23,Grace Gale,"Denver, CO"
ARTH9041187FB43E1F,Eminem,"St. Joseph, MO"
ARGC7FQ1187FB409CC,Stew,New York
ARS2KW51187B9B556E,X,
AR05NQH1187B98E875,Kassav',
ARDBJ5T1187FB4D5BA,Cauda Pavonis,
ARPNDSH1187B9B942F,Sui Generis,
ARSE5NP1187B9B98AB,Twista,"Chicago, IL"
ARFZNR41187B990AF7,Sunnyland Slim,"Vance, MS"
AR18VAV1187B9AEC0C,Neon Blonde,
ARWJEOP1187B996538,Soul Ballet,
ARHY20W1187B9B8262,Steve Erquiaga,
ARM0RY81187B9AF248,Jerry Goldsmith,"Los Angeles, CA"
ARMBTFC1187FB56343,Korn,"Bakersfield, CA"
ARE2XN81187B98BB83,Alexis HK,
ARORFTD1187B99F7D4,Epitaph,"台北, Taiwan"
ARYG6CU1187FB3852B,Milk Inc.,
AR8WHID1187FB549B1,Mystic Rhythms Band,
ARW644S1187B9B4924,Sigmatropic,
AR4BDNG1187FB44870,Robert Palmer,"Batley, England"
ARDQO721187FB3C6D9,Rodney O_ Joe Cooley,
ARHDQMJ11F50C4F61E,Emotion Code,
AR6J3X81187FB59A7B,Matisyahu,"Brooklyn, NY"
ARKYI5T1187B99334F,Janet Paschal,North Carolina
ARBKMHZ11F4C843491,Dakis,
AR7OCK81187B98D1F1,Debbie Davies,"Los Angeles, CA"
ARLNSD41187FB4D9A0,Sergio Franchi,Italy
ARNHTNJ11ECC836DAF,Smash Palace,New Jersey
AR4R0741187FB39AF2,Bow Wow Wow,"London, England"
ARQFKVO1187B9B1777,Dave Brockie Experience,
ARPYBWQ1187B989C0D,Natural Elements,
ARE08BN1187B98FCA3,Der Plan,
ARB8H82119B34032E1,Ashton Shepherd,
AR0JPOG1187FB37383,Lyrics Born,Japan
AR5GLIU1187FB4638A,Memphis Jug Band,"Memphis, TN"
ARDQ9AP1187B9BA3F6,Killswitch Engage,"Boston, MA"
ARIK8T31187B9A4D4F,Louis Prima & Keely Smith,
ARMWZF41187FB387F9,Charley Pride,"Sledge, MS"
ARXFY0N11C8A423D05,Juan Farcik,
AR2PNSZ1187B9AF0A4,Pardesi,
ARJ0FG21187B99F7C4,Crazy Girl,
ARVEJ9M1187FB4DC44,Les Ogres De Barback,
AR4GP451187FB3F2BB,Andy Griffith,
ARKA2YS1187B9A4060,Michèle Arnaud,
ARRS5961187B99F9DE,Nicho Hinojosa,
ARP06GY1187B98B0F0,Yami Bolo,Detroit USA
AR49A9P1187FB3BBBF,Saigon Kick,"Coral Springs, Florida"
AR6C8EJ1187FB3F473,Nelson Ned," Ubá, Minas Gerais"
ARMPRI31187FB4F7D9,Vangelis,"Volos, Greece"
ARUT16P1187FB532A4,Tyrone Davis,"Greenville, MS"
ARDD5NR1187B9B61F9,Maria Bamford,Los Angeles CA
ARRBINW1187B98AE6D,Marcie Blane,"Brooklyn, NY"
ARZQSNO1187FB5BBAB,Elizabeth Cotten,"Chapel Hill, NC"
ARNUFGE1187B9B7881,THE CHIFFONS,"New York, NY [The Bronx]"
AR4MCB01187B98BF5C,Atman,
ARALEAC1187B9902A8,Rubyhorse,"Cork City, Ireland"
ARNARI81187FB3C9A7,Flora Purim,"Rio de Janeiro, Brazil"
ARZU9NI1187B9AEE08,Babylon Disco,Karlstad
AR0B6VD1187B99C293,Uphill Battle,"Ventura County, CA"
ARRVUWA1187B9A0FE2,Orquesta Aragón,Cuba
ARGUACZ1187FB3F35C,Connie Smith,"Elkhart, IN"
AR051KA1187B98B2FF,Wilks featuring pee wee ellis,
AR2G8UI1187FB3F33C,Barbara Fairchild,"Knobel, AK"
ARN8YG41187B99A480,Moments In Grace,
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,"Wangaratta, Victoria, Australia"
ARXFAOQ1187B9A3616,Dave And Ansel Collins,Jamaica
ARAIABB1187B9AC6E2,Seal,"Paddington, London, England"
ART8BW81187B9AC33F,Planetakis,
ARZ3JUB1187B99A5AC,Halfway to Gone,
AROW4VK1187B999DED,Byzantine,
ART62WC1187FB47E80,Jim Jones / Max B,New Mexico
AR107SB1187B9A79F9,Bézu,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !"
ARE8GLF1187FB52532,Red Hot Chili Peppers,
AR198711187B9AD09F,Simply Red,İngiltere
ARN03F71187FB4E3F4,Ayo,United States
ARU2JAB1187FB50C72,David Meece,
ARNAIMI1187FB5733C,Rick Ross,Miami
ARFWZZD1187FB561F9,The Fureys,
AR7BMMV1187FB5B2D7,Robben Ford,"Ukiah, CA"
AR7DFJP1187B992F13,Juana Molina,
ARDG6IY1187B9AAE87,Mothers Pride,Lucerne
AR681HS1187FB5BBFE,David Lynch,California
ARPBKZF1187B996BD7,Tommy McLain,
ARFW0QN11C8A4216B7,Dark Party,
ART4QZC1187FB51612,Janet Jackson,Los Angeles &amp; New York
ARLZYDV11C8A4226B0,Albin Myers,
ARMRQF21187FB54D89,Kanda Bongo Man,"Inongo, Zaire"
ARPNY981187B9ACB75,Eluveitie,Switzerland
ARP7AOI1187FB518B4,Múm,
AR5K75Y1187B9B5F7E,Janice Vidal,
ARKRRTF1187B9984DA,Sonora Santanera,
ARHFEBO11F50C4825A,Flor Silvestre,
ARUWB5W1187B98D7A1,Ensiferum,"Helsinki, Finland"
ARLJIGA122C849866D,Hot Live Guys,CANADA - other
ARPNY981187B9ACB75,Eluveitie,Switzerland
ARNBV1X1187B996249,Alex,
AR0XSOO1187B9B9E88,Buzzcocks,London / Ex-Manchester
ARTDBI61187FB48479,Marvin Sapp,"Grand Rapids, MI"
ARAZCWP129462A97F1,Bob Marley,
AR658OS1187FB5C451,Rachael Lampa,
ARJDUON1187B989F69,David Zinman;Pittsburgh Symphony Orchestra,
ARO0QD41187FB3AB0A,Keb'Mo',"Los Angeles, CA"
AR2O3B51187B98CD94,Cece Winans,"Charlotte, NC"
ARXPE571187FB4AFD0,Rickie Lee Jones,"Chicago, IL"
ARGE4J31187B9B41EE,Sofia Karlsson,Sweden
ARHD3RX1187FB3A7DA,Steel Pulse,"Birmingham, England"
ARQC4R31187B9A0D88,Jo Privat,
AR3JMC51187B9AE49D,Backstreet Boys,"Orlando, FL"
ARXOUML1187FB48ACB,Patrick Lamb,Portland
ARDKSWK1187B99092B,Stan,UK - England - North East
ARUYVDC12086C11D5C,Fever Ray,Stockholm
ARANIJI11F4C83EFD2,Toots & The Maytals,
AR0CDSK1187FB52ED6,Asleep At The Wheel,"Paw Paw, WV"
ARHFEBO11F50C4825A,Flor Silvestre,
AR2UQQ51187B9AC816,Gipsy Kings,"Arles, France"
ARDDWUI1187FB379F7,Amoral,"Helsinki, Finland"
AROLDZG1187FB50AFB,Melvins,"Aberdeen, WA"
ARHONG11187FB3B120,L.A. Guns,katy
ARB5S4L1187FB4AD20,Carlos Ponce,
AR323JD1187FB483D0,Solomon,New York
ARH0Z131187B9B69E9,Kool Moe Dee,"Harlem, New York, NY"
ARTML781187B9AF080,Neeme Jarvi,
ARKKYQD11F4C83D170,NAZCA PERU,
ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,Buenos Aires.
AR5LE4K1187FB4C3BE,John Hiatt,"Indianapolis, IN"
ARMTXSP1187B990581,Sheila Walsh,
ARHWRBR119B8669309,Hatesex,
ARMSL551187FB3F4B0,K's Choice,
ARCT5P61187FB3D950,The Impressions,United States
AR83XLX1187B991E33,Chris Rodriguez,
ARN2C4X1187B9B363C,Jack Off Jill,"Ft. Lauderdale, FLORIDA"
ARO6WZY1187FB3A86E,Sonic Subjunkies,
AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
AR1DGSO1187FB59B15,Eddie Turner,
ARBSAVH1241B9CA637,Antonio Koudele,
AR3JMC51187B9AE49D,Backstreet Boys,"Orlando, FL"
ARCZ42S1187B98C0D7,DJ Slugo,
ARFRKCM1187B99A041,Jamie Richards,Shawnee OK
ARH1LE01187B98D68D,John Debney,
AR2B8ON1187FB58456,Marcelo Radulovich,
ARP7DLV1187FB4EF07,Pretty Boy Floyd,California - LA
ARZXYRK1187B99E432,John Stevens,Madrid
ARSPQ0H1187B999944,Eric Burdon,"Walker-on-Tyne, England"
ARBAUDK1187FB3BD7F,Sugarman Three,
AR4WS1U1187FB5B02E,Bobby Russell,"Nashville, TN"
ARSK4D11187B9BA046,Lisa Lisa & Cult Jam (featuring Full Force),
ARB06Z71187B99049A,Seamus Egan,
ARZL6CE1187FB3F264,Mindy McCready,"Fort Meyers, FL"
ARBYBBY11F4C8458A8,Faking David,
ARDPZFB1187B9A91C3,Gisele MacKenzie,"Winnipeg, Manitoba, Canada"
AR035N21187FB3938E,BT,Earth
ARIRBO11187FB4B219,Donna The Buffalo,
ARMBTFC1187FB56343,Korn,"Bakersfield, CA"
AR26XQ61187FB36CF3,Geggy Tah,
ART70HI1187B9A37BC,Elmore James,"Richland, MS"
ARYCP7D1187B99516B,Pat Travers,"Toronto, Canada"
AR0QL3J1187FB3748E,Clara Nunes,
ARDE7I31187FB43352,Gonzalo Rubalcaba,"Havana, Cuba"
ARGXXNS1187FB4BAA4,Minipop,Corte Madera CA
ARENLSD1241B9C71B9,Mack and Jamie,
ART97VL1187FB3BD45,F4,
ARL62M311C8A4213F2,Katie Armiger,
